treat	econ_hard	depress1	sex	age	occp	marital	nonwhite	educ	income	job_seek	depress2	mastery	treat_num	job_dich	job_disc
1	2.67	2.27	1	31.810959	3	2	0	2	5	3.6666667	1.5454545	3.4055555	1.0	0.0	3.0
1	4.0	1.55	0	41.942467	1	2	0	5	2	2.8333333	1.0909091	3.8444445	1.0	0.0	2.0
0	2.33	1.64	1	41.638355	3	2	0	2	3	4.5	1.6363636	4.4583335	0.0	1.0	4.0
1	1.33	1.45	0	49.2	4	2	0	4	4	4.3333335	1.4545455	4.202778	1.0	1.0	3.0
0	1.33	1.82	0	20.424658	7	1	0	2	3	4.0	1.3636364	3.9	0.0	1.0	3.0
1	2.33	1.36	0	40.27397	6	4	0	3	1	5.0	1.1818181	4.475	1.0	1.0	4.0
1	2.67	1.82	1	17.58356	7	1	0	1	1	3.8333333	1.9090909	4.1277776	1.0	0.0	3.0
1	3.0	1.27	0	27.01096	1	2	0	5	5	5.0	1.4545455	4.6583333	1.0	1.0	4.0
1	3.67	2.55	0	40.40822	6	2	1	3	4	3.8333333	2.090909	3.711111	1.0	0.0	3.0
1	3.0	2.64	1	33.446575	3	2	1	3	5	4.6666665	1.0	4.413889	1.0	1.0	4.0
0	2.67	2.64	0	26.745205	1	1	0	4	2	3.8333333	2.5454545	3.5694444	0.0	0.0	3.0
1	4.0	1.64	0	39.032875	6	2	1	2	5	3.5	1.2727273	3.7333333	1.0	0.0	3.0
1	3.67	1.56	0	49.536987	6	3	1	1	1	3.0	2.5454545	2.9666667	1.0	0.0	2.0
1	3.0	2.09	0	33.27671	7	1	0	4	2	3.8333333	1.3636364	4.2777777	1.0	0.0	3.0
0	4.0	2.36	0	24.947945	2	1	0	3	2	4.8333335	1.6363636	4.327778	0.0	1.0	4.0
1	4.33	1.36	1	39.41644	7	4	0	3	1	5.0	1.0909091	4.1666665	1.0	1.0	4.0
0	3.0	1.36	0	36.846577	5	3	0	3	2	4.1666665	1.1818181	4.388889	0.0	1.0	3.0
0	3.0	2.91	1	37.720547	6	2	0	2	3	1.5	2.5454545	2.5333333	0.0	0.0	1.0
1	3.0	2.36	1	36.82192	4	1	0	4	2	4.0	1.6363636	3.3833334	1.0	1.0	3.0
1	2.67	2.27	1	32.53425	6	4	1	3	2	4.5	1.7272727	4.3	1.0	1.0	4.0
0	4.0	2.18	1	43.756165	6	2	1	3	3	2.0	1.6363636	2.9416666	0.0	0.0	1.0
1	4.67	3.0	0	61.441097	1	2	0	3	1	4.3333335	1.7272727	4.211111	1.0	1.0	3.0
1	4.0	1.55	0	42.68767	3	4	0	3	1	3.6666667	2.1818182	3.2638888	1.0	0.0	3.0
1	2.0	1.18	0	29.531507	7	2	0	5	3	4.0	1.0909091	3.55	1.0	1.0	3.0
1	2.67	2.09	1	36.005478	1	4	0	4	2	3.1666667	1.6363636	3.1805556	1.0	0.0	2.0
0	3.0	2.64	0	28.975342	4	3	0	3	3	2.5	2.1818182	3.4416666	0.0	0.0	2.0
1	2.33	2.55	0	21.413698	4	1	1	3	1	3.6666667	2.1818182	3.6222222	1.0	0.0	3.0
1	4.67	1.91	0	26.79178	1	2	0	4	2	4.3333335	2.6363637	4.2527776	1.0	1.0	3.0
0	2.67	1.27	0	56.10959	1	2	1	5	5	3.6666667	1.3636364	3.838889	0.0	0.0	3.0
1	3.0	1.3	1	35.97534	1	2	1	4	2	4.5	1.0	4.4	1.0	1.0	4.0
1	3.67	2.0	0	37.550686	5	2	0	3	2	4.3333335	1.2727273	4.0444446	1.0	1.0	3.0
0	3.33	1.5	0	30.50137	1	4	0	3	2	3.6666667	1.0	4.1138887	0.0	0.0	3.0
1	2.67	1.64	0	31.638355	5	2	0	2	4	3.0	2.8181818	2.9166667	1.0	0.0	2.0
1	4.0	2.36	0	28.358904	7	1	0	4	2	3.1666667	2.6363637	3.213889	1.0	0.0	2.0
1	4.67	2.55	1	32.747944	1	4	0	4	2	3.8333333	1.8181819	3.836111	1.0	0.0	3.0
0	4.67	2.55	1	26.767124	1	2	0	1	1	4.3333335	3.1818182	3.886111	0.0	1.0	3.0
0	3.0	1.82	1	26.164383	4	1	0	4	1	4.1666665	2.8181818	3.1888888	0.0	1.0	3.0
1	1.67	1.82	1	30.31507	3	1	0	4	5	4.6666665	1.1818181	4.6222224	1.0	1.0	4.0
1	2.33	2.82	1	23.709589	3	1	1	2	3	4.3333335	2.5454545	3.4694445	1.0	1.0	3.0
1	5.0	2.36	1	32.91507	4	4	0	3	2	4.3333335	1.1818181	4.2777777	1.0	1.0	3.0
1	1.0	1.36	1	26.038357	5	2	1	4	4	4.1666665	1.2727273	3.8555555	1.0	1.0	3.0
1	1.33	1.0	1	56.60822	3	4	0	2	4	4.8333335	1.0	4.3777776	1.0	1.0	4.0
1	2.67	1.36	1	26.128767	3	2	0	2	2	5.0	1.0	4.3083334	1.0	1.0	4.0
1	2.0	2.27	1	26.241096	4	2	0	3	5	4.3333335	1.9090909	4.077778	1.0	1.0	3.0
0	3.0	2.8	1	43.81096	6	2	0	3	5	3.8333333	2.6	3.6694446	0.0	0.0	3.0
1	2.0	1.36	1	49.868492	3	4	0	4	4	4.6666665	1.3636364	4.6555557	1.0	1.0	4.0
0	3.33	1.55	0	25.578083	2	1	1	3	2	5.0	1.4545455	5.0	0.0	1.0	4.0
0	4.0	1.27	1	31.013699	3	4	1	3	1	5.0	1.2727273	4.425	0.0	1.0	4.0
1	4.0	1.64	0	27.80274	6	1	1	3	1	3.8333333	2.3636363	3.636111	1.0	0.0	3.0
1	3.33	1.18	0	35.824657	2	2	0	5	5	5.0	1.4545455	4.5	1.0	1.0	4.0
1	2.67	1.55	1	35.372604	1	1	1	3	2	4.0	1.7272727	4.0666666	1.0	1.0	3.0
0	3.33	1.36	0	40.29863	1	2	0	3	3	4.5	1.0909091	4.1833334	0.0	1.0	4.0
1	4.0	2.0	0	47.8	2	4	0	5	3	4.3333335	1.8181819	4.102778	1.0	1.0	3.0
0	2.67	2.36	1	45.123287	2	2	0	3	5	5.0	1.7272727	4.2916665	0.0	1.0	4.0
1	2.67	2.73	1	39.10137	1	4	0	4	4	4.0	1.5454545	3.875	1.0	1.0	3.0
1	2.0	1.18	1	45.830135	7	4	0	2	1	4.3333335	2.0	3.661111	1.0	1.0	3.0
1	3.33	1.55	1	41.939728	3	2	0	2	5	5.0	1.3636364	4.366667	1.0	1.0	4.0
0	5.0	2.64	1	35.457535	2	4	0	2	3	4.0	1.6363636	3.8083334	0.0	1.0	3.0
1	2.67	1.91	0	57.676712	5	2	0	1	3	4.1666665	1.0909091	4.5055556	1.0	1.0	3.0
1	4.33	2.27	1	46.89589	1	4	0	3	1	5.0	1.1818181	4.3333335	1.0	1.0	4.0
1	1.33	1.0	1	34.378082	3	3	0	2	5	5.0	1.0909091	4.7	1.0	1.0	4.0
0	1.67	1.82	1	28.490412	1	2	0	2	5	3.0	1.4545455	3.5833333	0.0	0.0	2.0
1	2.0	1.09	1	48.7863	3	2	0	2	5	4.3333335	1.0909091	4.1694446	1.0	1.0	3.0
0	3.33	2.6	1	27.739725	1	2	0	5	4	4.0	1.7272727	3.7916667	0.0	1.0	3.0
0	1.67	1.0	1	24.750685	3	1	0	4	1	4.5	1.2727273	4.4583335	0.0	1.0	4.0
1	3.33	2.73	0	31.923288	5	1	1	3	3	2.6666667	1.6363636	3.2638888	1.0	0.0	2.0
1	2.67	1.27	1	40.254795	3	2	0	2	1	4.8333335	1.5454545	4.302778	1.0	1.0	4.0
1	3.0	2.55	0	52.550686	1	2	0	5	4	3.0	3.1818182	3.0833333	1.0	0.0	2.0
1	2.33	1.36	1	46.526028	3	2	0	2	5	4.8333335	2.090909	4.0277777	1.0	1.0	4.0
1	2.33	1.18	0	27.613699	2	2	0	3	2	3.3333333	1.4545455	3.9027777	1.0	0.0	2.0
0	2.0	1.0	1	43.539726	3	2	0	2	5	2.5	2.7272727	2.8416667	0.0	0.0	2.0
0	3.0	2.82	1	39.838356	1	2	0	5	5	5.0	1.3636364	4.375	0.0	1.0	4.0
1	2.67	1.45	1	38.356163	3	4	0	3	1	5.0	1.2727273	4.5190477	1.0	1.0	4.0
0	3.33	1.73	0	38.263012	1	1	0	5	3	5.0	1.8181819	4.108333	0.0	1.0	4.0
0	1.67	2.45	1	42.271233	3	2	0	3	5	4.1666665	2.3636363	3.9972222	0.0	1.0	3.0
1	1.67	2.64	1	51.569862	3	2	0	2	5	5.0	1.6363636	4.05	1.0	1.0	4.0
1	2.67	1.36	0	39.40548	2	1	0	5	2	5.0	2.0	4.4666667	1.0	1.0	4.0
1	3.67	3.5	0	40.09589	7	2	0	2	3	3.6666667	2.909091	3.2722223	1.0	0.0	3.0
1	3.67	1.64	0	51.49863	5	2	0	2	4	3.6666667	1.0909091	3.9305556	1.0	0.0	3.0
1	3.67	1.91	0	27.775343	5	3	0	3	1	4.6666665	1.0909091	4.5805554	1.0	1.0	4.0
0	1.67	2.73	1	52.961643	2	2	0	2	5	3.8333333	2.4545455	3.6027777	0.0	0.0	3.0
1	2.33	1.09	0	25.857534	5	2	0	2	4	4.5	1.1818181	4.325	1.0	1.0	4.0
0	3.33	1.73	0	31.473972	5	1	0	2	1	2.6666667	1.9090909	2.3650794	0.0	0.0	2.0
0	2.67	2.45	1	53.545204	3	5	0	2	2	4.0	1.3636364	3.9333334	0.0	1.0	3.0
0	3.0	1.36	0	45.956165	5	4	0	2	4	3.8333333	1.6363636	3.8694444	0.0	0.0	3.0
0	1.67	1.18	0	31.59726	2	2	0	3	4	3.6666667	1.0	4.1805553	0.0	0.0	3.0
1	3.33	2.18	0	51.920547	2	4	0	3	2	4.5	1.3636364	4.1	1.0	1.0	4.0
0	2.67	1.18	0	27.084932	1	2	0	4	5	4.0	1.6363636	3.8083334	0.0	1.0	3.0
1	2.67	1.36	0	26.221918	7	1	0	3	2	3.3333333	1.4545455	3.5527778	1.0	0.0	2.0
0	3.67	2.6	1	26.580822	7	2	0	2	3	3.5	2.8181818	3.175	0.0	0.0	3.0
1	3.0	1.0	1	39.460274	3	1	0	3	1	4.0	1.0909091	4.1833334	1.0	1.0	3.0
1	2.67	1.0	1	42.126026	1	1	0	5	3	5.0	1.0	4.5666666	1.0	1.0	4.0
1	2.33	2.0	0	23.709589	7	1	0	3	1	3.3333333	2.0	3.4444444	1.0	0.0	2.0
1	1.67	1.73	1	56.10685	3	2	0	1	1	4.0	1.4545455	4.0916667	1.0	1.0	3.0
1	4.33	1.09	0	27.136986	3	2	1	2	2	4.8333335	1.0909091	4.5740743	1.0	1.0	4.0
0	2.67	2.0	1	31.210958	3	2	0	2	3	4.3333335	1.6363636	4.411111	0.0	1.0	3.0
1	2.33	1.73	0	45.671234	6	2	0	2	2	4.3333335	1.3636364	3.961111	1.0	1.0	3.0
1	2.33	1.27	0	61.473972	5	2	0	2	5	3.8333333	1.1818181	3.9861112	1.0	0.0	3.0
0	1.33	1.09	0	59.761642	3	2	0	5	3	3.6666667	1.0	4.4888887	0.0	0.0	3.0
0	3.33	1.0	0	58.60822	3	2	1	2	2	3.8333333	1.0909091	4.1277776	0.0	0.0	3.0
1	3.33	1.18	1	26.715069	3	1	0	2	2	3.3333333	1.6363636	3.7277777	1.0	0.0	2.0
0	4.0	2.18	1	37.52329	2	1	0	3	4	3.8333333	2.8181818	3.4694445	0.0	0.0	3.0
1	1.67	1.18	0	30.032877	2	1	0	5	2	4.0	1.6363636	4.1	1.0	1.0	3.0
0	2.67	2.0	0	51.97808	2	2	0	2	5	3.8333333	1.2727273	3.961111	0.0	0.0	3.0
0	3.0	1.09	0	42.4137	4	2	0	3	2	5.0	1.0909091	4.15	0.0	1.0	4.0
1	2.67	2.45	0	35.268494	7	2	0	3	2	4.3333335	3.0	3.3777778	1.0	1.0	3.0
1	3.33	1.45	0	22.969864	3	1	0	2	3	3.8333333	1.1818181	3.8444445	1.0	0.0	3.0
1	2.33	2.0	0	35.91507	6	1	0	4	4	4.1666665	2.090909	3.7638888	1.0	1.0	3.0
0	1.67	1.82	1	34.257534	2	1	0	2	3	4.0	1.0	3.9666667	0.0	1.0	3.0
1	3.33	1.09	1	33.953426	2	4	0	2	2	4.1666665	1.3636364	4.0555553	1.0	1.0	3.0
1	2.33	1.82	0	27.082191	1	2	0	3	2	4.0	1.0	4.3333335	1.0	1.0	3.0
1	4.67	2.0	1	27.70137	3	2	1	3	1	2.6666667	1.4545455	3.4222221	1.0	0.0	2.0
1	3.0	1.0	0	35.432877	1	2	0	3	5	5.0	1.0	4.733333	1.0	1.0	4.0
1	3.67	1.0	0	41.33151	2	3	0	4	3	5.0	1.1818181	4.866667	1.0	1.0	4.0
1	1.33	1.36	0	28.931507	5	1	0	3	4	3.5	2.2727273	3.9416666	1.0	0.0	3.0
1	3.0	1.73	1	39.375343	7	3	0	2	3	5.0	1.0	4.642857	1.0	1.0	4.0
1	1.67	1.55	1	18.687672	3	1	0	2	2	5.0	1.1818181	4.6666665	1.0	1.0	4.0
0	2.0	1.45	0	35.29589	1	2	0	4	5	4.5	1.2727273	4.1	0.0	1.0	4.0
0	3.33	1.91	0	23.131506	7	1	0	2	1	2.3333333	3.090909	2.6861112	0.0	0.0	1.0
1	2.0	1.91	0	44.054794	2	2	0	1	5	4.8333335	2.8181818	4.2694445	1.0	1.0	4.0
1	3.0	2.64	1	36.553425	2	2	0	3	4	2.6666667	1.6363636	3.1222222	1.0	0.0	2.0
1	3.33	1.18	1	39.969864	2	4	0	3	2	4.1666665	1.4	4.038889	1.0	1.0	3.0
1	3.67	2.0	0	44.536987	6	4	0	1	3	4.0	1.0	4.0	1.0	1.0	3.0
1	5.0	2.0	1	32.758904	1	1	0	4	2	5.0	1.8181819	4.0833335	1.0	1.0	4.0
0	2.33	2.55	0	27.769863	6	2	0	1	5	4.6666665	1.7272727	4.0805554	0.0	1.0	4.0
0	4.0	1.64	1	50.31781	4	4	0	2	1	3.6666667	1.6363636	3.738889	0.0	0.0	3.0
1	4.67	2.27	0	37.40822	2	2	0	3	5	3.1666667	2.6363637	2.7805555	1.0	0.0	2.0
1	3.0	2.45	1	32.052055	6	1	1	2	2	2.3333333	2.6363637	2.8694444	1.0	0.0	1.0
1	3.67	2.91	1	24.060274	2	1	0	2	1	4.1666665	1.7272727	4.038889	1.0	1.0	3.0
0	1.67	1.0	0	21.413698	6	1	0	3	1	3.5	1.3636364	3.8666666	0.0	0.0	3.0
0	2.33	1.0	1	37.150684	6	4	0	3	1	4.0	2.5454545	4.258333	0.0	1.0	3.0
0	2.67	2.27	0	28.789042	5	2	0	1	2	2.6666667	1.6363636	3.5462964	0.0	0.0	2.0
1	3.33	2.82	0	34.11507	1	4	0	3	4	4.5	2.0	3.8083334	1.0	1.0	4.0
1	3.33	1.2	0	23.063013	7	1	1	1	1	5.0	1.0	4.358333	1.0	1.0	4.0
1	1.33	2.0	1	32.920547	2	2	1	3	5	4.5	1.2727273	4.125	1.0	1.0	4.0
0	3.0	1.64	1	26.923288	7	2	1	3	3	3.5	3.0	3.2083333	0.0	0.0	3.0
1	4.33	2.09	1	53.558903	3	4	0	3	1	4.6666665	2.4545455	3.5638888	1.0	1.0	4.0
0	3.0	1.36	0	32.40548	2	2	0	3	3	5.0	1.0	4.5416665	0.0	1.0	4.0
0	3.33	2.8	1	39.83288	3	4	1	3	1	3.6666667	1.8181819	3.7222223	0.0	0.0	3.0
0	2.0	1.09	0	24.205479	6	1	1	4	1	5.0	1.0	4.5333333	0.0	1.0	4.0
1	3.0	1.82	1	45.70137	2	4	0	3	5	4.6666665	2.6363637	3.788889	1.0	1.0	4.0
0	3.33	1.64	1	28.767124	3	1	1	3	1	4.6666665	1.5454545	3.9305556	0.0	1.0	4.0
1	1.67	1.09	1	47.838356	3	2	1	3	3	4.8333335	1.8181819	4.327778	1.0	1.0	4.0
1	2.0	1.45	0	31.665754	3	2	0	4	5	5.0	1.3636364	4.391667	1.0	1.0	4.0
1	3.0	2.45	0	32.71507	4	2	0	5	4	4.0	1.5454545	4.05	1.0	1.0	3.0
1	2.0	1.64	0	35.29863	2	2	0	2	5	4.5	1.2727273	4.3	1.0	1.0	4.0
1	3.0	2.7	1	48.97808	3	2	0	2	5	5.0	2.090909	4.275	1.0	1.0	4.0
1	1.67	2.09	0	52.09863	5	2	1	2	4	1.1666666	1.7272727	3.0555556	1.0	0.0	1.0
1	3.0	1.64	1	43.936985	3	2	0	2	3	4.0	1.3636364	4.1583333	1.0	1.0	3.0
1	2.33	1.18	0	35.980824	6	3	0	1	1	3.8333333	2.4545455	3.9444444	1.0	0.0	3.0
1	2.0	2.36	1	20.849316	3	1	0	1	5	3.5	2.4545455	3.2666667	1.0	0.0	3.0
1	3.33	1.73	1	42.87945	7	2	1	2	5	4.1666665	1.0909091	4.0805554	1.0	1.0	3.0
0	2.33	1.18	0	26.8	2	2	0	3	4	4.8333335	1.3636364	3.8944445	0.0	1.0	4.0
1	1.0	1.0	1	34.778084	2	1	1	3	3	4.1666665	1.0909091	4.2555556	1.0	1.0	3.0
1	1.67	2.0	1	49.550686	1	2	0	3	5	3.1666667	2.0	3.2805555	1.0	0.0	2.0
1	2.33	2.0	1	25.545206	3	1	0	1	3	4.0	1.2727273	4.241667	1.0	1.0	3.0
1	4.33	2.91	0	31.389042	5	2	0	1	2	4.1666665	2.2727273	3.7055554	1.0	1.0	3.0
1	1.0	1.36	0	36.419178	1	1	0	3	2	2.3333333	1.9090909	2.7277777	1.0	0.0	1.0
0	3.67	2.36	1	33.68219	4	2	0	3	3	3.6666667	1.6363636	3.7805555	0.0	0.0	3.0
1	2.67	1.09	0	27.41644	7	2	0	2	1	3.6666667	1.2727273	3.7972221	1.0	0.0	3.0
1	3.0	2.36	0	35.7863	5	4	0	3	3	4.0	1.8181819	3.925	1.0	1.0	3.0
1	2.33	1.91	1	36.38904	5	2	0	3	5	3.3333333	1.2727273	3.511111	1.0	0.0	2.0
0	1.67	1.0	1	45.019176	3	4	0	2	3	5.0	1.0	4.633333	0.0	1.0	4.0
1	4.33	2.55	0	41.69863	5	4	0	2	1	4.1666665	2.7272727	3.1055555	1.0	1.0	3.0
0	2.67	1.09	0	27.928766	1	4	0	5	5	4.8333335	1.9090909	3.6861112	0.0	1.0	4.0
1	4.0	2.73	1	40.10137	3	2	0	5	5	4.3333335	2.7272727	3.3111112	1.0	1.0	3.0
0	2.67	2.0	1	47.778084	2	4	0	2	4	2.8333333	2.0	3.261111	0.0	0.0	2.0
1	2.67	1.73	0	44.18904	2	2	0	4	5	4.3333335	1.0	4.2694445	1.0	1.0	3.0
1	1.33	2.55	1	33.33151	4	2	0	4	4	3.3333333	1.3636364	3.1277778	1.0	0.0	2.0
1	4.67	2.64	1	52.539726	2	4	0	2	2	3.8333333	1.6363636	3.8111112	1.0	0.0	3.0
1	1.67	1.0	1	46.29863	2	2	0	3	5	3.8333333	1.0	3.9361112	1.0	0.0	3.0
1	3.0	1.45	1	60.78904	1	2	0	5	5	5.0	1.2727273	4.866667	1.0	1.0	4.0
1	4.0	1.27	0	29.578083	5	2	0	2	5	5.0	1.0	4.5	1.0	1.0	4.0
1	4.0	1.09	0	34.70959	4	4	0	2	4	3.8333333	1.4545455	4.0111113	1.0	0.0	3.0
1	2.33	3.0	0	39.230137	1	4	0	5	3	3.8333333	1.8181819	3.7027779	1.0	0.0	3.0
0	3.33	1.55	0	23.2	1	1	1	3	3	4.5	1.3636364	4.4416666	0.0	1.0	4.0
1	2.33	2.0	1	53.153423	3	5	0	2	2	3.3333333	2.909091	3.4861112	1.0	0.0	2.0
0	2.33	1.55	1	35.80822	3	1	0	4	3	4.1666665	1.3636364	3.538889	0.0	1.0	3.0
0	1.67	1.09	1	55.28767	3	2	0	3	5	4.3333335	1.0	4.477778	0.0	1.0	3.0
1	2.0	1.0	1	45.147945	1	2	0	4	5	4.5	1.0909091	4.45	1.0	1.0	4.0
1	3.0	1.91	0	30.627398	2	2	0	3	5	4.8333335	1.1818181	4.0444446	1.0	1.0	4.0
0	5.0	2.64	0	44.441097	5	4	0	3	5	3.5	3.090909	3.2916667	0.0	0.0	3.0
1	2.67	1.64	0	46.739727	2	1	0	3	3	3.5	1.4545455	4.008333	1.0	0.0	3.0
1	2.0	1.09	0	44.457535	5	2	0	2	3	4.8333335	1.3636364	4.611111	1.0	1.0	4.0
1	2.67	2.64	1	44.643837	4	2	0	3	5	3.8333333	2.4545455	3.2166667	1.0	0.0	3.0
1	2.33	1.27	0	29.50411	2	2	1	4	4	4.0	1.0	4.233333	1.0	1.0	3.0
0	1.0	1.27	1	52.057533	3	2	0	2	5	4.5	1.6363636	4.1833334	0.0	1.0	4.0
1	2.67	1.45	0	43.61644	4	2	0	4	5	4.5	1.0	4.425	1.0	1.0	4.0
1	4.0	2.36	0	21.816439	4	2	0	3	2	4.6666665	2.7272727	4.1222224	1.0	1.0	4.0
0	1.67	1.09	1	24.358904	3	1	1	3	5	4.0	1.0	4.1	0.0	1.0	3.0
0	5.0	1.91	0	40.11507	6	2	0	3	4	3.0	2.8181818	3.1833334	0.0	0.0	2.0
1	3.0	3.0	1	42.857533	7	4	0	2	3	1.1666666	1.9090909	2.6722221	1.0	0.0	1.0
1	2.67	1.45	0	36.635616	6	2	0	2	3	3.6666667	1.4545455	3.5472221	1.0	0.0	3.0
1	4.67	2.67	1	43.80822	2	3	0	2	1	4.5	1.7272727	4.425	1.0	1.0	4.0
1	3.33	1.55	1	29.449314	1	4	0	4	3	3.5	1.0909091	3.725	1.0	0.0	3.0
0	3.0	2.2	1	27.419178	2	2	0	3	5	3.8333333	1.7272727	3.7194445	0.0	0.0	3.0
0	3.0	2.64	1	46.323288	3	2	0	2	5	4.0	1.2727273	3.6166666	0.0	1.0	3.0
0	2.0	1.91	1	34.065754	3	2	0	3	4	2.8333333	2.2727273	3.1777778	0.0	0.0	2.0
1	2.0	1.45	1	35.6	2	2	0	2	5	5.0	2.6363637	4.4166665	1.0	1.0	4.0
1	2.67	1.8	0	31.271233	3	1	0	2	3	4.3333335	1.4545455	3.9861112	1.0	1.0	3.0
1	4.67	1.45	1	53.49315	4	4	0	2	2	3.8333333	1.3636364	3.7777777	1.0	0.0	3.0
0	3.67	1.27	0	33.876713	7	2	0	2	2	4.8333335	1.3636364	4.4027777	0.0	1.0	4.0
1	4.0	1.64	0	26.663013	5	2	0	3	2	4.3333335	1.3636364	3.9694445	1.0	1.0	3.0
1	3.0	1.0	0	41.649315	6	2	0	2	5	4.3333335	1.0	4.3777776	1.0	1.0	3.0
1	1.33	1.0	1	53.246574	4	2	0	2	5	4.6666665	1.0909091	4.2222223	1.0	1.0	4.0
1	3.0	1.73	1	54.090412	6	5	0	1	2	3.8333333	1.2727273	4.0027776	1.0	0.0	3.0
1	3.67	1.55	1	25.205479	2	2	0	3	5	4.6666665	2.6363637	4.0305557	1.0	1.0	4.0
0	3.0	2.73	0	26.178082	1	1	0	4	3	4.6666665	2.0	4.1305556	0.0	1.0	4.0
0	2.67	2.18	1	23.536985	3	1	0	2	2	5.0	1.6363636	4.0416665	0.0	1.0	4.0
0	2.33	1.45	0	30.147945	5	1	0	4	5	3.6666667	1.4545455	3.7638888	0.0	0.0	3.0
0	4.0	2.18	1	31.4	1	4	0	4	3	4.5	2.090909	4.0666666	0.0	1.0	4.0
1	4.33	2.27	1	31.734247	1	1	0	3	2	3.5	1.7272727	3.2333333	1.0	0.0	3.0
1	4.33	1.8	0	31.016438	1	2	0	2	2	4.1666665	1.6363636	3.8805556	1.0	1.0	3.0
1	3.33	2.64	1	27.430138	2	1	1	5	1	3.8333333	1.7272727	4.061111	1.0	0.0	3.0
1	3.33	1.55	0	45.624657	3	2	0	2	3	5.0	1.1818181	4.9666667	1.0	1.0	4.0
0	2.33	2.91	1	40.19726	3	4	0	1	3	4.1666665	2.2	4.2055554	0.0	1.0	3.0
0	5.0	1.36	0	51.282192	6	2	0	1	1	5.0	1.4545455	4.6	0.0	1.0	4.0
0	4.33	1.18	0	37.728767	7	4	1	2	1	3.3333333	1.5454545	3.6444445	0.0	0.0	2.0
1	3.33	2.55	1	37.967125	3	1	0	3	1	3.6666667	1.2727273	3.4305556	1.0	0.0	3.0
1	3.0	2.36	1	29.709589	3	3	1	3	3	5.0	2.090909	4.391667	1.0	1.0	4.0
0	2.67	1.36	1	36.70137	3	2	0	2	1	3.3333333	3.0	3.4444444	0.0	0.0	2.0
1	3.0	2.82	1	33.89863	7	1	0	2	3	3.8333333	1.2727273	3.9777777	1.0	0.0	3.0
0	4.0	2.09	1	59.326027	7	2	0	1	1	3.8333333	1.3636364	3.886111	0.0	0.0	3.0
1	3.0	1.45	1	42.745205	3	4	0	2	3	4.6666665	1.2727273	4.4722223	1.0	1.0	4.0
1	3.33	1.36	1	29.227398	3	2	0	3	2	4.5	1.5454545	4.5	1.0	1.0	4.0
0	1.67	1.36	0	25.50685	1	2	0	4	4	4.1666665	1.1818181	4.3055553	0.0	1.0	3.0
1	2.67	2.8	0	22.136986	7	1	0	2	2	3.1666667	1.6363636	3.1388888	1.0	0.0	2.0
0	3.33	1.09	0	32.791782	1	2	0	5	3	4.3333335	1.1818181	3.911111	0.0	1.0	3.0
1	2.33	2.0	0	21.865753	7	1	0	2	1	4.3333335	2.0	3.8148148	1.0	1.0	3.0
1	3.0	1.0	0	24.638355	7	1	1	2	3	4.1666665	1.0909091	3.9972222	1.0	1.0	3.0
1	1.33	1.0	1	57.136986	6	2	0	1	4	3.3333333	1.0	3.786111	1.0	0.0	2.0
1	3.0	1.36	0	46.057533	2	2	0	4	5	4.0	1.0909091	3.6333334	1.0	1.0	3.0
1	3.67	2.18	0	32.624657	2	2	0	3	3	2.8333333	2.8181818	2.836111	1.0	0.0	2.0
0	2.0	1.6	1	52.8	6	4	0	1	3	4.1666665	1.2727273	4.0805554	0.0	1.0	3.0
1	3.33	2.27	1	55.70685	3	2	0	3	5	4.0	1.4545455	3.7916667	1.0	1.0	3.0
1	4.33	1.55	1	47.027397	1	4	1	4	1	4.6666665	1.3636364	4.038889	1.0	1.0	4.0
1	4.33	2.09	1	48.841095	1	4	0	2	2	3.8333333	2.4545455	3.9777777	1.0	0.0	3.0
0	2.67	1.36	0	33.31781	5	2	0	2	3	4.0	1.0909091	4.2	0.0	1.0	3.0
1	2.67	2.09	0	34.561646	7	2	0	2	4	4.3333335	1.1818181	4.086111	1.0	1.0	3.0
1	2.33	1.09	1	35.70685	7	4	1	3	1	4.8333335	1.0909091	4.0444446	1.0	1.0	4.0
1	3.0	1.2	1	39.865753	3	2	0	3	3	4.1666665	2.3636363	3.8805556	1.0	1.0	3.0
1	3.0	2.0	1	26.273973	1	1	1	2	3	4.1666665	1.7272727	4.288889	1.0	1.0	3.0
1	4.0	2.73	0	27.11233	5	2	0	2	2	4.3333335	1.8181819	3.536111	1.0	1.0	3.0
1	3.67	1.91	0	39.27671	6	4	1	1	3	2.5	2.5454545	2.625	1.0	0.0	2.0
1	1.67	1.82	0	34.46575	1	1	0	5	3	2.5	2.2727273	2.9666667	1.0	0.0	2.0
0	2.0	1.73	0	28.734247	3	1	0	4	2	3.6666667	2.2727273	3.3138888	0.0	0.0	3.0
1	1.33	1.27	1	45.671234	3	2	0	2	5	3.5	1.6363636	4.366667	1.0	0.0	3.0
1	2.33	2.45	1	22.49315	3	2	0	2	2	3.1666667	2.0	3.2972221	1.0	0.0	2.0
1	2.0	1.0	1	37.873974	3	2	0	2	3	3.0	2.1818182	3.6583333	1.0	0.0	2.0
1	2.33	2.64	1	31.643835	5	1	0	2	2	4.0	3.0	3.5916667	1.0	1.0	3.0
0	1.0	2.55	1	40.08767	6	4	1	3	5	3.8333333	1.1818181	4.177778	0.0	0.0	3.0
0	3.33	1.64	1	34.02466	2	1	0	3	3	5.0	1.4545455	4.358333	0.0	1.0	4.0
